SEASON_ID,Player_ID,Game_ID,GAME_DATE,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,SEASON_TYPE,OPP,HOME,Block_Stat,OPP_RA_FGA,MIN_EMA_5,BLK_EMA_5,OPP_PACE,BLK_RATE_EMA_10,FGA_EMA_5,REB_EMA_5,PF_EMA_5,STL_EMA_5,TOV_EMA_5,BLK_EMA_x_RA_FGA,MIN_EMA_x_RA_FGA,BLK_RATE_x_RA_FGA,MIN_EMA_x_PACE
22023,1626157,0022300154,2023-11-06,28,3,10,0.3,1,7,0.143,0,0,0.0,0,10,10,3,0,0,7,6,7,-5,1,2023-24,Regular Season,BOS,1,0,24.1,33.08448915307627,0.3690494335213129,97.98,0.28382102137141924,16.126200274348427,8.59619976629579,3.0970888584057312,1.4506934918457555,1.6883605141492666,8.894091347863641,797.3361885891381,6.840086615051204,3241.618247218413
22023,1626157,0022300166,2023-11-08,28,9,12,0.75,4,5,0.8,1,2,0.5,0,3,3,0,0,1,3,6,23,12,1,2023-24,Regular Season,NOP,1,1,26.7,31.389659435384182,0.2460329556808753,98.7,0.23221719930388846,14.084133516232287,9.064133177530527,4.064725905603821,0.967128994563837,3.4589070094328442,6.56907991667937,838.1039069247577,6.200199221413822,3098.159386272419
22023,1626157,0022300013,2023-11-10,34,11,21,0.524,3,7,0.429,4,4,1.0,1,11,12,2,0,0,3,1,29,1,1,2023-24,Regular Season,SAS,0,0,27.9,30.259772956922788,0.4973553037872502,101.8,0.3718140721577269,13.389422344154859,7.042755451687019,4.709817270402548,0.6447526630425581,3.3059380062885633,13.876212975664279,844.2476654981457,10.37361261320058,3080.44488701474
22023,1626157,0022300186,2023-11-12,37,8,14,0.571,2,3,0.667,3,3,1.0,2,12,14,3,2,1,1,1,21,11,1,2023-24,Regular Season,GSW,0,1,22.9,31.506515304615192,0.3315702025248335,99.91,0.3042115135835947,15.926281562769907,8.69517030112468,3.4732115136016986,0.42983510869503877,3.2039586708590426,7.592957637818686,721.4992004756879,6.966443661064319,3147.8159440841036
22023,1626157,0022300025,2023-11-14,42,12,26,0.462,5,12,0.417,4,4,1.0,1,10,11,2,2,0,5,1,33,8,1,2023-24,Regular Season,GSW,0,0,22.9,33.33767686974346,0.5543801350165557,99.91,0.43071851111385023,15.284187708513272,10.463446867416453,2.648807675734466,0.9532234057966925,2.4693057805726952,12.695305091879124,763.4328003171253,9.86345390450717,3330.767296056069
22023,1626157,0022300197,2023-11-15,31,10,17,0.588,0,4,0.0,5,5,1.0,1,6,7,2,0,0,1,3,25,-14,1,2023-24,Regular Season,PHX,0,0,23.1,36.22511791316231,0.36958675667770385,99.0,0.35240605454769564,18.85612513900885,10.642297911610969,2.099205117156311,1.302148937197795,3.312870520381797,8.53745407925496,836.8002237940493,8.14057986005177,3586.2866734030686
22023,1626157,0022300203,2023-11-18,33,10,11,0.909,2,2,1.0,7,8,0.875,2,4,6,9,0,2,0,5,29,9,1,2023-24,Regular Season,NOP,0,1,26.7,34.483411942108205,0.24639117111846925,98.7,0.28833222644811457,18.237416759339233,9.428198607740647,2.3994700781042075,0.8680992914651968,2.5419136802545315,6.578644268863129,920.707098854289,7.6984704461646585,3403.51275868608
22023,1626157,0022300221,2023-11-20,36,6,10,0.6,2,3,0.667,6,7,0.857,0,5,5,4,3,2,3,6,20,14,1,2023-24,Regular Season,NYK,1,1,25.7,33.98894129473881,0.8309274474123128,95.96,0.4177263670939119,15.824944506226156,8.285465738493766,3.266313385402805,0.578732860976798,1.6946091201696878,21.35483539849644,873.5157912747874,10.735567634313536,3261.578806643136
22023,1626157,0022300232,2023-11-22,36,9,19,0.474,1,2,0.5,4,5,0.8,0,11,11,3,2,2,4,5,23,18,1,2023-24,Regular Season,PHI,1,1,28.0,34.65929419649254,1.2206182982748752,98.17,0.5235943003495642,13.883296337484104,7.190310492329178,4.177542256935204,1.3858219073178655,2.1297394134464587,34.17731235169651,970.4602375017911,14.6606404097878,3402.5029112696725
22023,1626157,0022300050,2023-11-24,38,9,15,0.6,4,5,0.8,5,5,1.0,1,10,11,4,0,0,4,3,27,-8,1,2023-24,Regular Season,SAC,1,0,23.4,35.10619613099503,1.4804121988499168,99.46,0.6102135184678252,15.588864224989404,8.46020699488612,4.451694837956802,1.5905479382119103,2.753159608964306,34.64164545308805,821.4849894652837,14.27899633214711,3491.6622671887653
22023,1626157,0022300249,2023-11-26,26,7,11,0.636,1,3,0.333,3,3,1.0,0,8,8,2,1,1,4,5,18,7,1,2023-24,Regular Season,MEM,0,1,25.5,36.070797420663354,0.9869414658999447,98.68,0.4992656060191297,15.392576149992937,9.306804663257413,3.9677965586378687,1.0603652921412736,3.1687730726428707,25.167007380448588,919.8053342269155,12.731272953487808,3559.46628947106
22023,1626157,0022300058,2023-11-28,32,2,8,0.25,1,3,0.333,8,8,1.0,0,10,10,3,0,0,6,4,13,12,1,2023-24,Regular Season,OKC,1,0,26.8,32.7138649471089,0.9912943105999632,100.85,0.5903082231065606,13.928384099995293,8.871203108838277,4.311864372425246,1.0402435280941824,3.4458487150952473,26.566687524079015,876.7315805825186,15.820260379255824,3299.1932799159326
22023,1626157,0022300270,2023-11-30,37,12,22,0.545,4,7,0.571,4,5,0.8,4,7,11,4,2,1,4,3,32,9,1,2023-24,Regular Season,UTA,1,1,24.4,32.47590996473927,0.6608628737333089,100.26,0.4829794552690041,11.95225606666353,9.247468739225518,4.207909581616831,0.6934956853961217,4.297232476730165,16.125054119092734,792.4122031396382,11.784698708563699,3256.0347330647596
22023,1626157,0022300281,2023-12-02,32,12,23,0.522,4,8,0.5,0,0,0.0,3,4,7,5,0,0,3,3,28,12,1,2023-24,Regular Season,CHA,0,0,26.4,33.98393997649285,0.7739085824888726,97.81,0.5769831906746397,15.301504044442353,9.831645826150346,3.805273054411221,1.1289971235974146,4.198154984486777,20.431186577706235,897.1760153794112,15.232356233810487,3323.9691691007656
22023,1626157,0022301210,2023-12-06,32,5,6,0.833,2,3,0.667,2,3,0.667,1,9,10,2,0,1,6,2,14,-14,1,2023-24,Regular Season,SAS,1,1,27.9,33.32262665099523,0.5159390549925819,101.8,0.47207715600652334,17.867669362961568,8.88776388410023,3.5368487029408144,0.7526647490649431,3.7987699896578517,14.394699634293033,929.7012835627669,13.170952652582,3392.2433930713146
22023,1626157,0022301221,2023-12-08,29,7,14,0.5,2,4,0.5,8,9,0.889,2,5,7,5,1,0,1,4,24,17,1,2023-24,Regular Season,MEM,0,0,25.5,32.88175110066349,0.677292703328388,98.68,0.5680631276417009,13.911779575307714,9.258509256066821,3.0245658019605433,0.5017764993766288,4.532513326438568,17.270963934873894,838.4846530669191,14.485609754863372,3244.7711986134736
22023,1626157,0022300301,2023-12-11,33,5,11,0.455,1,3,0.333,6,7,0.857,3,9,12,1,0,0,1,6,17,-12,1,2023-24,Regular Season,NOP,0,0,26.7,31.587834067108997,0.45152846888559206,98.7,0.464778922615937,13.941186383538476,8.505672837377881,3.349710534640362,0.6678509995844193,3.355008884292379,12.055810119245308,843.3951695918101,12.409597233845517,3117.7192224236583
22023,1626157,0022300321,2023-12-14,31,8,14,0.571,1,3,0.333,4,5,0.8,5,12,17,2,0,0,3,1,21,11,1,2023-24,Regular Season,DAL,0,0,23.6,32.05855604473933,0.3010189792570614,100.6,0.3802736639584939,12.960790922358985,9.670448558251922,4.233140356426908,0.44523399972294625,2.5700059228615864,7.104047910466649,756.5819226558483,8.974458469420457,3225.090738100777
22023,1626157,0022300338,2023-12-16,35,15,25,0.6,2,3,0.667,8,8,1.0,5,7,12,4,3,2,3,2,40,18,1,2023-24,Regular Season,IND,1,1,29.9,31.705704029826222,0.2006793195047076,102.16,0.31113299778422226,13.307193948239323,12.113632372167947,3.1554269042846057,0.2968226664819642,2.7133372819077244,6.000311653190757,948.000550491804,9.302876633748244,3239.0547236870466
22023,1626157,0022300353,2023-12-18,32,7,14,0.5,1,4,0.25,3,3,1.0,4,4,8,2,1,0,1,3,18,-3,1,2023-24,Regular Season,MIA,0,0,21.4,32.80380268655082,0.800452879669805,96.88,0.4363815436416364,17.20479596549288,12.075754914778633,2.770284602856404,1.1978817776546429,2.8088915212718164,17.129691624933827,702.0013774921874,9.338565033931019,3178.032404273043
22023,1626157,0022300367,2023-12-20,38,9,14,0.643,1,2,0.5,4,5,0.8,3,10,13,2,0,0,4,4,23,8,1,2023-24,Regular Season,PHI,0,0,28.0,32.535868457700545,0.5336352531132035,98.17,0.3570394447977025,16.13653064366192,10.717169943185755,2.8468564019042697,1.1319211851030953,2.2059276808478776,14.941787087169697,911.0043168156153,9.99710445433567,3194.0462064924627
22023,1626157,0022300380,2023-12-21,33,7,17,0.412,2,6,0.333,5,6,0.833,0,6,6,4,1,0,0,3,21,12,1,2023-24,Regular Season,LAL,1,0,28.5,34.357245638467035,0.3557568354088024,101.38,0.2921231821072111,15.424353762441282,11.47811329545717,3.2312376012695134,0.7546141234020636,2.8039517872319184,10.139069809150868,979.1815006963105,8.325510690055516,3483.137562827788
22023,1626157,0022300411,2023-12-26,29,5,10,0.5,0,2,0.0,6,6,1.0,2,4,6,1,0,0,5,2,16,-11,1,2023-24,Regular Season,OKC,0,0,26.8,33.90483042564469,0.2371712236058683,100.85,0.23900987626953635,15.949569174960855,9.652075530304781,3.1541584008463426,0.8364094156013757,1.8693011914879458,6.35618879263727,908.6494554072777,6.405464684023574,3419.3021484262667
22023,1626157,0022300423,2023-12-28,27,3,12,0.25,2,6,0.333,2,4,0.5,2,6,8,3,0,0,5,5,10,14,1,2023-24,Regular Season,DAL,1,0,23.6,32.26988695042979,0.15811414907057889,100.6,0.19555353512962062,13.966379449973903,8.434717020203188,2.769438933897562,0.5576062770675839,2.912867460991964,3.731493918065662,761.5693320301432,4.615063429059047,3246.350627213237
22023,1626157,0022300443,2023-12-30,29,3,7,0.429,1,4,0.25,2,2,1.0,2,7,9,2,0,0,5,5,9,-23,1,2023-24,Regular Season,LAL,1,0,28.5,30.513257966953198,0.10540943271371928,101.38,0.15999834692423504,13.310919633315937,8.289811346802125,3.512959289265041,0.371737518045056,3.608578307327976,3.004168832340999,869.6278520581661,4.559952887340699,3093.4340926897153
22023,1626157,0022300451,2024-01-01,32,10,18,0.556,3,5,0.6,6,6,1.0,1,5,6,3,0,0,3,5,29,4,1,2023-24,Regular Season,NYK,0,0,25.7,30.008838644635468,0.07027295514247953,95.96,0.13090773839255593,11.207279755543958,8.526540897868085,4.008639526176694,0.24782501203003737,4.072385538218651,1.8060149471617237,771.2271531671315,3.3643288766886874,2879.6481563392194
22023,1626157,0022300471,2024-01-03,36,8,19,0.421,0,4,0.0,6,7,0.857,2,4,6,2,0,0,1,2,22,-18,1,2023-24,Regular Season,NOP,1,0,26.7,30.672559096423647,0.046848636761653024,98.7,0.10710633141209121,13.471519837029305,7.684360598578723,4.3390930174511295,0.1652166746866916,3.7149236921457676,1.2508586015361358,818.9573278745114,2.8597390487028354,3027.381582817014
22023,1626157,0022300485,2024-01-05,31,8,17,0.471,1,4,0.25,5,5,1.0,2,6,8,6,0,1,4,2,22,11,1,2023-24,Regular Season,HOU,0,1,28.1,32.4483727309491,0.031232424507768686,99.59,0.08763245297352916,15.314346558019537,7.12290706571915,3.55939534496742,0.11014444979112775,2.8099491280971787,0.8776311286683002,911.7992737396698,2.4624719285561696,3231.5334402752214
22023,1626157,0022300501,2024-01-07,27,8,16,0.5,3,9,0.333,5,6,0.833,0,7,7,1,0,2,3,5,24,-6,1,2023-24,Regular Season,DAL,0,1,23.6,31.965581820632735,0.3541549496718458,100.6,0.25351746152379656,15.876231038679691,7.4152713771461,3.0395968966449467,0.07342963319408517,3.206632752064786,8.358056812255562,754.3877309669326,5.983012091961599,3215.737531155653
22023,1626157,0022300513,2024-01-09,34,11,19,0.579,5,5,1.0,1,1,1.0,1,5,6,5,3,0,2,2,28,28,1,2023-24,Regular Season,ORL,0,0,29.1,30.310387880421825,0.9027699664478972,97.37,0.3892415594285608,15.917487359119795,7.276847584764067,3.693064597763298,0.04895308879605679,3.1377551680431908,26.27060602363381,882.0322873202751,11.326929379371121,2951.3224679166733
22023,1626157,0022300517,2024-01-10,44,8,17,0.471,2,7,0.286,7,7,1.0,1,12,13,6,2,0,1,6,25,-5,1,2023-24,Regular Season,BOS,0,0,24.1,31.540258586947886,0.6018466442985982,97.98,0.3184703668051861,16.94499157274653,6.851231723176045,3.128709731842199,1.0326353925307046,2.7585034453621273,14.504504127596219,760.1202319454441,7.675135840004986,3090.314536349154
22023,1626157,0022300538,2024-01-12,28,7,8,0.875,3,3,1.0,6,7,0.857,1,7,8,1,2,0,0,2,23,38,1,2023-24,Regular Season,POR,1,0,27.4,35.693505724631926,0.40123109619906555,97.88,0.26056666374969767,16.963327715164354,8.90082114878403,4.0858064878948,1.3550902616871365,2.1723356302414185,10.993732035854396,978.0020568549147,7.139526586741716,3493.680340326973
22023,1626157,0022300553,2024-01-14,37,7,12,0.583,2,4,0.5,1,2,0.5,0,6,6,5,0,0,4,4,17,12,1,2023-24,Regular Season,LAC,1,0,,33.12900381642129,0.2674873974660437,,0.21319090670429808,13.97555181010957,8.600547432522687,3.3905376585965334,1.570060174458091,1.4482237534942792,,,,
22023,1626157,0022300569,2024-01-17,31,10,17,0.588,5,5,1.0,2,2,1.0,2,4,6,4,0,0,1,2,27,7,1,2023-24,Regular Season,DET,0,0,26.3,34.419335877614195,0.17832493164402916,100.45,0.17442892366715296,13.317034540073047,7.733698288348458,3.593691772397689,1.0467067829720609,2.298815835662853,4.689945702237967,905.2285335812534,4.587480692446123,3457.422288906346
22023,1626157,0022300582,2024-01-18,29,5,12,0.417,2,5,0.4,2,3,0.667,0,7,7,2,0,1,1,2,14,-1,1,2023-24,Regular Season,MEM,1,1,25.5,33.2795572517428,0.11888328776268611,98.68,0.14271457390948877,14.544689693382033,7.155798858898973,3.0624611815984597,0.697804521981374,1.8658772237752355,3.031523837948496,848.6287099194415,3.639221634691964,3284.0267096019797
22023,1626157,0022300599,2024-01-20,36,4,10,0.4,1,4,0.25,10,10,1.0,1,10,11,2,0,1,3,6,19,-19,1,2023-24,Regular Season,OKC,1,1,26.8,31.853038167828537,0.4125888585084574,100.85,0.2985846513804908,13.696459795588023,7.103865905932649,2.708307454398973,0.4652030146542494,1.5772514825168238,11.057381408026659,853.6614228978048,8.002068656997153,3212.3788992255077
22023,1626157,0022300610,2024-01-22,38,21,35,0.6,10,15,0.667,10,14,0.714,3,5,8,2,0,0,7,2,62,0,1,2023-24,Regular Season,CHA,1,0,26.4,33.23535877855236,0.6083925723389716,97.81,0.4261147147658561,12.464306530392015,8.402577270621766,3.805538302932649,0.31013534310283297,2.051500988344549,16.06156390974885,877.4134717537822,11.2494284698186,3250.7504421302065
22023,1626157,0022300620,2024-01-24,35,11,24,0.458,2,10,0.2,3,3,1.0,0,6,6,3,0,1,1,4,27,26,1,2023-24,Regular Season,WAS,0,1,28.5,34.82357251903491,0.4055950482259811,103.07,0.34863931208115495,19.976204353594678,8.268384847081178,3.2036922019550995,0.20675689540188866,3.701000658896366,11.55945887444046,992.471816792495,9.936220394312915,3589.265619536928
22023,1626157,0022300629,2024-01-25,37,12,15,0.8,2,3,0.667,1,2,0.5,1,9,10,3,0,0,6,3,27,-6,1,2023-24,Regular Season,BKN,0,0,26.2,34.88238167935661,0.603730032150654,97.56,0.4670685280663995,21.31746956906312,7.5122565647207855,3.4691281346367333,0.1378379302679258,2.800667105930911,15.817726842347135,913.9183999991433,12.237195435339666,3403.125156638031
22023,1626157,0022300649,2024-01-27,32,9,16,0.563,1,4,0.25,0,1,0.0,0,5,5,4,1,2,3,3,19,-14,1,2023-24,Regular Season,SAS,0,1,27.9,35.58825445290441,0.40248668810043603,101.8,0.3821469775088723,19.211646379375416,8.341504376480524,3.3127520897578226,0.09189195351195054,3.867111403953941,11.229378598002164,992.9122992360329,10.661900672497536,3622.8843033056687
22023,1626157,0022300664,2024-01-29,39,6,15,0.4,2,4,0.5,7,8,0.875,1,9,10,6,1,1,2,2,21,8,1,2023-24,Regular Season,OKC,0,1,26.8,34.39216963526961,0.9349911254002907,100.85,0.4944838906890773,18.14109758625028,7.22766958432035,3.208501393171882,0.39459463567463365,3.5780742693026277,25.05776216072779,921.7101462252256,13.252168270467271,3468.45030771694
22023,1626157,0022300680,2024-01-31,31,11,15,0.733,4,6,0.667,3,5,0.6,2,7,9,4,1,0,3,2,29,14,1,2023-24,Regular Season,DAL,1,0,23.6,35.92811309017974,0.9566607502668605,100.6,0.5863959105637905,17.09406505750019,8.151779722880233,2.8056675954479218,0.5963964237830891,3.0520495128684186,22.57719370629791,847.903468928242,13.838943489305455,3614.3681768720817
22023,1626157,0022300694,2024-02-02,35,7,17,0.412,2,7,0.286,3,3,1.0,0,3,3,1,0,2,6,1,19,-8,1,2023-24,Regular Season,ORL,1,1,29.1,34.2854087267865,0.6377738335112404,97.37,0.4797784722794649,16.396043371666792,8.43451981525349,2.537111730298615,0.7309309491887261,3.0346996752456126,18.559218555177097,997.7053939494872,13.96155354333243,3338.370247727202
22023,1626157,0022300709,2024-02-04,27,4,12,0.333,1,3,0.333,5,5,1.0,2,8,10,0,0,2,2,4,14,26,1,2023-24,Regular Season,HOU,1,1,28.1,34.52360581785767,1.091849222340827,99.59,0.5743642045922894,16.597362247777863,6.623013210168994,2.02474115353241,0.48728729945915084,4.023133116830409,30.680963147777238,970.1133234818006,16.139634149043335,3438.2059034004455
22023,1626157,0022300723,2024-02-06,39,11,22,0.5,7,16,0.438,4,5,0.8,1,4,5,3,1,2,2,4,33,1,1,2023-24,Regular Season,CHI,0,1,27.3,32.01573721190512,1.394566148227218,96.94,0.6517525310300549,15.064908165185242,7.748675473445996,2.683160769021607,0.3248581996394339,3.348755411220273,38.07165584660305,874.0296258850098,17.7928440971205,3103.605565322082
22023,1626157,0022300738,2024-02-08,30,7,15,0.467,4,6,0.667,1,2,0.5,2,3,5,1,0,0,1,4,19,21,1,2023-24,Regular Season,MIL,0,0,25.4,34.34382480793675,1.5963774321514788,100.51,0.715070252660954,17.37660544345683,6.832450315630664,3.122107179347738,0.5499054664262892,2.899170274146849,40.547986776647555,872.3331501215933,18.16278441758823,3451.8978314457227
22023,1626157,0022300770,2024-02-12,27,8,12,0.667,1,5,0.2,7,8,0.875,0,4,4,3,0,1,1,3,24,17,1,2023-24,Regular Season,LAC,0,1,,32.89588320529117,1.0642516214343194,,0.5850574794498714,16.58440362897122,6.221633543753777,3.414738119565159,0.36660364428419284,2.2661135160978993,,,,
22023,1626157,0022300775,2024-02-13,19,2,7,0.286,1,3,0.333,8,8,1.0,2,3,5,1,1,0,3,3,13,-5,1,2023-24,Regular Season,POR,0,0,27.4,30.93058880352745,1.0428344142895463,97.88,0.6605015740953493,15.056269085980814,5.481089029169185,3.2764920797101063,0.24440242952279526,1.8440756773985998,28.573662951533567,847.498133216652,18.097743130212567,3027.4860320892667
22023,1626157,0022300791,2024-02-15,30,8,13,0.615,1,2,0.5,6,6,1.0,2,6,8,1,1,2,3,3,23,22,1,2023-24,Regular Season,POR,0,1,27.4,26.953725869018303,0.6952229428596975,97.88,0.5404103788052858,12.370846057320543,5.3207260194461234,3.1843280531400713,0.49626828634853015,2.2293837849324,19.04910863435571,738.5320888111015,14.807244379264828,2638.2306880595115
22023,1626157,0022300808,2024-02-23,35,9,22,0.409,3,9,0.333,1,2,0.5,5,9,14,3,1,0,3,1,22,-2,1,2023-24,Regular Season,MIL,1,0,25.4,27.969150579345538,1.1301486285731317,100.51,0.6239721281134156,12.580564038213696,6.213817346297416,3.122885368760048,0.6641788575656867,2.4862558566216,28.705775165757544,710.4164247153766,15.848892054080755,2811.17932473002
22023,1626157,0022300815,2024-02-24,36,8,17,0.471,4,8,0.5,8,8,1.0,0,9,9,4,1,2,2,3,28,20,1,2023-24,Regular Season,BKN,1,1,26.2,30.312767052897026,0.7534324190487546,97.56,0.5105226502746127,15.720376025475797,8.809211564198277,2.415256912506699,0.7761192383771245,2.6575039044144004,19.73992937907737,794.1944967859021,13.375693437194853,2957.313553680634
22023,1626157,0022300845,2024-02-28,37,5,13,0.385,3,7,0.429,0,0,0.0,1,10,11,2,3,1,4,1,13,9,1,2023-24,Regular Season,MEM,1,1,25.5,32.20851136859802,1.168954946032503,98.68,0.599518532042865,16.1469173503172,8.872807709465519,2.610171275004466,0.850746158918083,2.438335936276267,29.808351123828828,821.3170398992495,15.287722567093057,3178.3359018532524
22023,1626157,0022300862,2024-03-01,37,7,17,0.412,1,6,0.167,4,5,0.8,2,4,6,5,1,0,3,6,19,1,1,2023-24,Regular Season,SAC,1,0,23.4,33.805674245732014,1.1126366306883355,99.46,0.6723333443987077,15.097944900211468,9.581871806310346,2.073447516669644,1.5671641059453887,2.9588906241841784,26.035697158107048,791.0527773501291,15.732600258929759,3362.312360480506
22023,1626157,0022300873,2024-03-03,34,7,18,0.389,2,7,0.286,2,2,1.0,4,5,9,8,0,0,3,5,18,14,1,2023-24,Regular Season,LAC,1,0,,34.87044949715468,0.7417577537922238,,0.5500909181443971,15.731963266807647,8.387914537540231,3.3822983444464296,1.3781094039635926,2.972593749456119,,,,
22023,1626157,0022300881,2024-03-04,21,5,12,0.417,0,3,0.0,4,6,0.667,2,2,4,1,0,2,1,4,14,1,1,2023-24,Regular Season,POR,1,1,27.4,34.58029966476979,0.4945051691948159,97.88,0.45007438757268853,16.4879755112051,8.591943025026822,3.9215322296309534,0.9187396026423952,2.9817291663040795,13.549441635937955,947.5002108146922,12.332038219491665,3384.7197311876666
22023,1626157,0022301178,2024-04-12,28,4,11,0.364,1,6,0.167,2,2,1.0,1,4,5,8,0,1,3,2,11,-4,1,2023-24,Regular Season,ATL,1,1,27.1,30.05353310984653,0.9963367794632106,100.84,0.5500608625594724,14.991983674136735,7.061295350017882,3.9476881530873023,0.6124930684282636,2.321152777536053,27.00072672345301,814.450747276841,14.906649375361702,3030.598278796924
22023,1626157,0022301194,2024-04-14,29,3,8,0.375,1,4,0.25,3,4,0.75,2,4,6,2,0,0,5,4,10,-18,1,2023-24,Regular Season,PHX,1,0,23.1,29.369022073231022,0.9975578529754738,99.0,0.6318679784577501,13.66132244942449,6.374196900011921,3.2984587687248683,0.4083287122855091,2.5474351850240353,23.043586403733446,678.4244098916366,14.596150302374028,2907.533185249871
42023,1626157,0042300161,2024-04-20,27,5,9,0.556,1,2,0.5,8,8,1.0,1,6,7,4,1,0,2,4,19,-2,1,2023-24,Playoffs,PHX,1,0,24.8,29.246014715487348,0.665038568650316,95.25,0.5169828914654319,11.774214966282994,6.249464600007948,3.532305845816579,0.27221914152367277,3.3649567900160235,16.492956502527836,725.3011649440863,12.821175708342711,2785.6829016501697
42023,1626157,0042300162,2024-04-23,24,3,7,0.429,1,4,0.25,5,5,1.0,0,8,8,1,1,0,4,4,12,16,1,2023-24,Playoffs,PHX,1,0,24.8,28.497343143658235,0.44335904576687735,95.25,0.42298600210808057,10.849476644188663,6.499643066671966,3.6882038972110527,0.5148127610157819,2.909971193344016,10.995304335018558,706.7341099627242,10.490052852280398,2714.3719344334468
